0.000000000000000000e+00 2.031840611090000165e-02
2.247955324468499752e-04 6.782027906750000279e-02
2.997273765957999669e-04 6.631043833279999522e-02
5.994547531915999337e-04 8.144782719679999772e-04
8.242502856384498547e-04 4.654866133309999709e-02
8.991821297873999006e-04 1.134858780671000045e-01
1.198909506383199867e-03 2.036563442859999976e-02
1.423705038830049788e-03 2.702535383937999802e-02
1.798364259574799801e-03 1.227402145818000112e-01
2.023159792021649722e-03 3.032592076723000102e-02
2.397819012766399735e-03 1.030332504022999918e-01
2.697546389362199919e-03 6.243398973779000494e-02
3.222069298404849590e-03 6.476436733719999339e-02
3.297001142553799419e-03 9.588291562259999845e-02
3.596728519149599602e-03 1.276584620000000003e-01
3.821524051596449523e-03 4.886998590750600384e-03
4.420978804788049457e-03 0.000000000000000000e+00
4.795638025532799470e-03 0.000000000000000000e+00
5.020433557979649825e-03 4.196699520930000440e-05
5.095365402128599654e-03 0.000000000000000000e+00
5.395092778724399837e-03 0.000000000000000000e+00
5.619888311171249325e-03 5.765753328189999680e-04
5.694820155320199154e-03 3.594040156594999723e-03
6.219343064362849692e-03 2.082552163559999846e-03
6.594002285107598837e-03 0.000000000000000000e+00
7.193457038299199205e-03 4.281200444969999845e-03
7.418252570746049560e-03 1.571823342848999812e-03
7.493184414894999389e-03 0.000000000000000000e+00
8.017707323937649927e-03 0.000000000000000000e+00
8.092639168086598889e-03 0.000000000000000000e+00
9.216616830320848927e-03 0.000000000000000000e+00
9.591276051065598940e-03 2.440648202159999801e-03
9.816071583512449295e-03 2.873420797810000041e-04
9.891003427661398256e-03 3.271534268246999904e-04
1.019073080425719931e-02 2.506591587273000049e-03
1.041552633670404966e-02 2.476536569032000007e-03
1.079018555744879967e-02 0.000000000000000000e+00
1.101498108989564829e-02 0.000000000000000000e+00
1.138964031064039831e-02 2.463481494015840067e-04
1.221389059627884903e-02 0.000000000000000000e+00
1.228882244042779799e-02 0.000000000000000000e+00
1.281334534947044940e-02 0.000000000000000000e+00
1.288827719361939836e-02 1.953016712616999825e-03
1.318800457021519767e-02 1.530521552423999955e-03
1.341280010266204803e-02 0.000000000000000000e+00
1.401225485585364840e-02 1.433630890235999909e-03
1.438691407659839841e-02 2.711731253904000358e-04
1.468664145319419773e-02 3.982484964930000054e-04
1.498636882978999878e-02 0.000000000000000000e+00
1.528609620638579809e-02 3.342558363079999907e-03
1.581061911542844950e-02 1.041957635802999915e-03
1.618527833617319778e-02 6.246387130689700327e-04
1.641007386862004813e-02 1.979132534583000029e-03
1.700952862181164676e-02 3.430768002882000466e-03
1.708446046596059920e-02 1.009262401946559940e-03
1.768391521915219783e-02 1.277796387947999993e-04
1.820843812819484750e-02 0.000000000000000000e+00
1.880789288138644960e-02 0.000000000000000000e+00
1.918255210213119788e-02 8.341709627170000498e-04
1.978200685532279651e-02 1.007445928422000129e-03
2.000680238776964687e-02 0.000000000000000000e+00
2.008173423191859930e-02 0.000000000000000000e+00
2.038146160851439861e-02 0.000000000000000000e+00
2.060625714096124897e-02 1.957264159148999760e-03
2.120571189415284760e-02 0.000000000000000000e+00
2.158037111489759935e-02 4.446396366342000167e-03
2.180516664734444623e-02 7.845431052639999497e-05
2.188009849149339867e-02 0.000000000000000000e+00
2.247955324468499730e-02 5.159061335689999801e-05
2.277928062128079661e-02 0.000000000000000000e+00
2.300407615372764697e-02 1.690237804215999817e-03
2.420298566011084770e-02 9.142157783542999728e-04
2.427791750425979667e-02 7.479675351080000006e-04
2.457764488085559598e-02 9.636240439659999506e-04
2.480244041330244634e-02 4.893848259880000454e-05
2.487737225745139877e-02 1.006412782093999954e-03
2.540189516649404844e-02 2.155548499350999972e-03
2.577655438723879672e-02 0.000000000000000000e+00
2.600134991968564707e-02 0.000000000000000000e+00
2.637600914043039535e-02 2.520779119724999781e-04
2.667573651702619814e-02 3.227358134693999927e-03
2.720025942606884781e-02 1.727648720737000061e-03
2.839916893245204854e-02 3.964633291202000406e-03
2.877382815319679682e-02 0.000000000000000000e+00
2.899862368564364717e-02 1.306345526070000051e-04
2.907355552979259614e-02 2.807936606985000265e-04
2.937328290638839545e-02 0.000000000000000000e+00
2.967301028298419824e-02 1.935925100284099942e-04
2.997273765957999755e-02 0.000000000000000000e+00
3.057219241277159619e-02 1.956982822494999965e-03
3.079698794521844654e-02 1.115889255039000019e-03
3.139644269841004864e-02 1.437616065476000123e-03
3.207082929575059971e-02 4.417352404928000026e-04
3.237055667234639555e-02 8.848752251470000298e-04
3.319480695798484454e-02 0.000000000000000000e+00
3.379426171117644317e-02 0.000000000000000000e+00
3.386919355532539561e-02 3.707045059168999736e-04
3.416892093192119839e-02 2.236688524418000042e-03
3.439371646436804875e-02 1.323262878188900251e-03
3.499317121755964738e-02 0.000000000000000000e+00
3.536783043830439566e-02 0.000000000000000000e+00
3.559262597075124601e-02 0.000000000000000000e+00
3.626701256809179708e-02 0.000000000000000000e+00
3.679153547713444328e-02 0.000000000000000000e+00
3.686646732128339571e-02 1.054443339890000003e-03
3.739099023032604885e-02 0.000000000000000000e+00
3.799044498351764748e-02 0.000000000000000000e+00
3.836510420426239576e-02 2.126239786429999935e-03
3.866483158085819855e-02 3.525453504255699703e-03
3.918935448990084475e-02 6.174856158630000029e-04
3.926428633404979718e-02 0.000000000000000000e+00
3.956401371064559302e-02 1.521514342256000086e-03
3.978880924309244338e-02 1.021295914896999928e-03
4.016346846383719860e-02 1.862182201049999986e-03
4.038826399628404895e-02 6.266573922640000099e-04
4.076292321702879723e-02 2.002876692956000095e-03
4.098771874947564758e-02 0.000000000000000000e+00
4.106265059362459308e-02 3.907100187174000305e-04
4.166210534681619865e-02 0.000000000000000000e+00
4.218662825585884485e-02 3.936646952299999516e-03
4.278608300905044348e-02 1.962677708320000221e-03
4.316074222979519870e-02 0.000000000000000000e+00
4.338553776224204211e-02 0.000000000000000000e+00
4.376019698298679733e-02 0.000000000000000000e+00
4.398499251543364769e-02 0.000000000000000000e+00
4.405992435958259318e-02 6.997956346319999642e-04
4.495910648936999460e-02 7.122535888220000956e-05
4.518390202181684495e-02 5.916078930687999719e-04
4.555856124256159323e-02 0.000000000000000000e+00
4.585828861915739602e-02 4.954034318260000340e-04
4.638281152820004222e-02 1.356865250422000044e-03
4.698226628139164779e-02 2.066949253127000046e-03
4.818117578777484505e-02 0.000000000000000000e+00
4.855583500851959333e-02 6.046676610440000592e-04
4.885556238511539612e-02 0.000000000000000000e+00
4.915528976171119196e-02 1.355390242736999925e-03
4.938008529415804232e-02 1.689027523548999681e-04
4.975474451490279754e-02 0.000000000000000000e+00
5.057899480054124652e-02 1.475230722390700111e-03
5.065392664469019202e-02 0.000000000000000000e+00
5.117844955373284516e-02 1.783180032447999894e-03
5.125338139788179759e-02 1.486368526726999971e-03
5.155310877447759343e-02 0.000000000000000000e+00
5.177790430692444379e-02 0.000000000000000000e+00
5.237735906011604242e-02 0.000000000000000000e+00
5.275201828086079070e-02 4.505366041537000200e-04
5.305174565745659349e-02 1.035734745507999911e-03
5.335147303405239627e-02 6.768168372978000560e-05
5.365120041064819212e-02 4.249991749013000550e-04
5.417572331969084526e-02 0.000000000000000000e+00
5.477517807288244389e-02 2.213353283604999988e-04
5.537463282607404252e-02 0.000000000000000000e+00
5.597408757926564116e-02 1.389907944533700073e-03
5.604901942341459359e-02 1.572089424641400044e-04
