# ort(start) =    -8.1790
#   klo  khi step start
#%    4   88    1    4

# Energy[ev]             flux               DELTA(E)           Probability
 1.00000           5.33720180          68.1503304         0.783151272174E-01
 1.00040           5.23053506          68.3611123         0.765133112065E-01
 1.00080           5.10097352          68.5715311         0.743890859519E-01
 1.00120           4.95273618          68.7815803         0.720067226871E-01
 1.00160           4.79091741          68.9912534         0.694423883066E-01
 1.00200           4.62117312          69.2005440         0.667794334143E-01
 1.00240           4.44946062          69.4094454         0.641045408106E-01
 1.00280           4.28179784          69.6179512         0.615042207244E-01
 1.00320           4.12400075          69.8260550         0.590610589730E-01
 1.00360           3.98137246          70.0337502         0.568493397203E-01
 1.00400           3.85834585          70.2410304         0.549300860505E-01
 1.00440           3.75811607          70.4478891         0.533460422999E-01
 1.00480           3.68232654          70.6543199         0.521175003590E-01
 1.00520           3.63088376          70.8603163         0.512400163017E-01
 1.00560           3.60196715          71.0658717         0.506849076664E-01
 1.00600           3.59226997          71.2709799         0.504029826845E-01
 1.00640           3.59746352          71.4756344         0.503313268847E-01
 1.00680           3.61282895          71.6798286         0.504023101631E-01
 1.00720           3.63396138          71.8835563         0.505534445934E-01
 1.00760           3.65742953          72.0868109         0.507364589979E-01
 1.00800           3.68127756          72.2895862         0.509240369383E-01
 1.00840           3.70528331          72.4918756         0.511130838011E-01
 1.00880           3.73093423          72.6936728         0.513240573248E-01
 1.00920           3.76113737          72.8949715         0.515966642100E-01
 1.00960           3.79973119          73.0957652         0.519829183273E-01
 1.01000           3.85090220          73.2960476         0.525390158080E-01
 1.01040           3.91862084          73.4958123         0.533176070010E-01
 1.01080           4.00619672          73.6950531         0.543618132908E-01
 1.01120           4.11601653          73.8937636         0.557018120022E-01
 1.01160           4.24947852          74.0919375         0.573541287161E-01
 1.01200           4.40708779          74.2895684         0.593231039397E-01
 1.01240           4.58863881          74.4866502         0.616035061055E-01
 1.01280           4.79339522          74.6831764         0.641830657776E-01
 1.01320           5.02018606          74.8791409         0.670438521818E-01
 1.01360           5.26736933          75.0745375         0.701618618547E-01
 1.01400           5.53266096          75.2693598         0.735048228553E-01
 1.01440           5.81287605          75.4636017         0.770288711263E-01
 1.01480           6.10366851          75.6572569         0.806752552627E-01
 1.01520           6.39937269          75.8503193         0.843684344414E-01
 1.01560           6.69304115          76.0427826         0.880167837001E-01
 1.01600           6.97673750          76.2346408         0.915166310820E-01
 1.01640           7.24208862          76.4258877         0.947596270615E-01
 1.01680           7.48104007          76.6165171         0.976426538902E-01
 1.01720           7.68670536          76.8065230         0.100078809185    
 1.01760           7.85416766          76.9958992         0.102007609971    
 1.01800           7.98108964          77.1846397         0.103402563901    
 1.01840           8.06801589          77.3727384         0.104274658662    
 1.01880           8.11830648          77.5601892         0.104671050464    
 1.01920           8.13770964          77.7469862         0.104669132961    
 1.01960           8.13364959          77.9331234         0.104367042345    
 1.02000           8.11435883          78.1185946         0.103872309381    
 1.02040           8.08800924          78.3033941         0.103290659785    
 1.02080           8.06198863          78.4875158         0.102716827675    
 1.02120           8.04243067          78.6709538         0.102228717080    
 1.02160           8.03404473          78.8537021         0.101885447438    
 1.02200           8.04022323          79.0357550         0.101728935574    
 1.02240           8.06334308          79.2171066         0.101787902038    
 1.02280           8.10513823          79.3977509         0.102082718260    
 1.02320           8.16701276          79.5776822         0.102629437518    
 1.02360           8.25018783          79.7568946         0.103441688225    
 1.02400           8.35562689          79.9353825         0.104529766897    
 1.02440           8.48374827          80.1131399         0.105897088502    
 1.02480           8.63399714          80.2901613         0.107534933304    
 1.02520           8.80439497          80.4664408         0.109416980354    
 1.02560           8.99120103          80.6419728         0.111495300990    
 1.02600           9.18880409          80.8167516         0.113699250542    
 1.02640           9.38991553          80.9907716         0.115938091938    
 1.02680           9.58606807          81.1640272         0.118107348779    
 1.02720           9.76835354          81.3365127         0.120098012738    
 1.02760           9.92827433          81.5082227         0.121807027652    
 1.02800           10.0585515          81.6791515         0.123147110786    
 1.02840           10.1537359          81.8492936         0.124054043834    
 1.02880           10.2105063          82.0186435         0.124490065927    
 1.02920           10.2276066          82.1871959         0.124442822298    
 1.02960           10.2054481          82.3549452         0.123920282867    
 1.03000           10.1454822          82.5218860         0.122942927366    
 1.03040           10.0494955          82.6880129         0.121535094524    
 1.03080           9.91899826          82.8533206         0.119717570560    
 1.03120           9.75485755          83.0178038         0.117503199412    
 1.03160           9.55726603          83.1814571         0.114896593098    
 1.03200           9.32606259          83.3442753         0.111898058477    
 1.03240           9.06133454          83.5062531         0.108510850431    
