# ort(start) =    -8.1790
#   klo  khi step start
#%    4  154    1    4

# Energy[ev]             flux               DELTA(E)           Probability
0.680000           38.9351931          33.0672267          1.17745565691    
0.680480           38.8411201          33.5345350          1.15824239238    
0.680960           38.6155934          34.0059925          1.13555260630    
0.681440           38.6084286          34.4815934          1.11968226202    
0.681920           38.9102373          34.9613317          1.11295066298    
0.682400           39.3835130          35.4452001          1.11110990808    
0.682880           39.8448734          35.9331910          1.10885986825    
0.683360           40.2174112          36.4252988          1.10410655798    
0.683840           40.5456618          36.9215842          1.09815606925    
0.684320           40.9051342          37.4219618          1.09307829420    
0.684800           41.3147770          37.9263539          1.08934217673    
0.685280           41.7272304          38.4348137          1.08566235562    
0.685760           42.0842828          38.9473312          1.08054342933    
0.686240           42.3714447          39.4638930          1.07367625231    
0.686720           42.6232063          39.9844846          1.06599363892    
0.687200           42.8862293          40.5090909          1.05868160428    
0.687680           43.1837826          41.0376955          1.05229550882    
0.688160           43.5146206          41.5702815          1.04677233568    
0.688640           43.8822394          42.1068310          1.04216437931    
0.689120           44.3225584          42.6473253          1.03928108287    
0.689600           44.8997030          43.1917449          1.03954362488    
0.690080           45.6648504          43.7400692          1.04400498851    
0.690560           46.6028457          44.2922769          1.05216640223    
0.691040           47.6073616          44.8483459          1.06151878310    
0.691520           48.5163926          45.4082531          1.06844877913    
0.692000           49.2045468          45.9719745          1.07031615051    
0.692480           49.6824014          46.5394853          1.06753225016    
0.692960           50.1286274          47.1107597          1.06405899028    
0.693440           50.8079679          47.6857713          1.06547438654    
0.693920           51.9041404          48.2644925          1.07541046771    
0.694400           53.3717838          48.8468949          1.09263411554    
0.694880           54.9204452          49.4329493          1.11100887039    
0.695360           56.1627567          50.0226256          1.12274707819    
0.695840           56.8392702          50.6158927          1.12295303222    
0.696320           56.9676895          51.2127187          1.11237385735    
0.696800           56.8133159          51.8130708          1.09650547605    
0.697280           56.7078042          52.4169154          1.08186076462    
0.697760           56.8519716          53.0242178          1.07218878275    
0.698240           57.2385411          53.6349426          1.06718751497    
0.698720           57.7269360          54.2490534          1.06410955361    
0.699200           58.1856199          54.8665130          1.06049421886    
0.699680           58.5835235          55.4872833          1.05580089716    
0.700160           58.9776326          56.1113253          1.05108250950    
0.700640           59.4387263          56.7385991          1.04758889446    
0.701120           59.9954156          57.3690639          1.04577992924    
0.701600           60.6354117          58.0026781          1.04538986273    
0.702080           61.3362735          58.6393993          1.04599082213    
0.702560           62.0754911          59.2791840          1.04717182262    
0.703040           62.8073590          59.9219880          1.04815212436    
0.703520           63.4434892          60.5677662          1.04747942922    
0.704000           63.8783347          61.2164727          1.04348277311    
0.704480           64.0554196          61.8680606          1.03535522192    
0.704960           64.0231280          62.5224823          1.02400169710    
0.705440           63.9304230          63.1796893          1.01188251632    
0.705920           63.9612520          63.8396322          1.00190508281    
0.706400           64.2533230          64.5022610         0.996140631430    
0.706880           64.8498470          65.1675244         0.995125219453    
0.707360           65.6976212          65.8353708         0.997907665716    
0.707840           66.6737194          66.5057475          1.00252567538    
0.708320           67.6242746          67.1786009          1.00663416177    
0.708800           68.4161058          67.8538769          1.00828587786    
0.709280           68.9989344          68.5315204          1.00682042429    
0.709760           69.4465484          69.2114754          1.00339644555    
0.710240           69.9287806          69.8936854          1.00050212244    
0.710720           70.6033319          70.5780930          1.00035760318    
0.711200           71.4921308          71.2646398          1.00319220010    
0.711680           72.4483495          71.9532671          1.00688061005    
0.712160           73.2664241          72.6439150          1.00856932240    
0.712640           73.8640591          73.3365231          1.00719336024    
0.713120           74.3802345          74.0310302          1.00471699900    
0.713600           75.0815323          74.7273744          1.00473933311    
0.714080           76.1305919          75.4254930          1.00934828382    
0.714560           77.4086860          76.1253226          1.01685856124    
0.715040           78.5630174          76.8267993          1.02259912048    
0.715520           79.2663949          77.5298582          1.02239829500    
0.716000           79.4842922          78.2344340          1.01597580673    
0.716480           79.5195184          78.9404605          1.00733537541    
0.716960           79.7849595          79.6478709          1.00172118335    
0.717440           80.4895922          80.3565979          1.00165505193    
0.717920           81.5015538          81.0665734          1.00536571908    
0.718400           82.4969000          81.7777287          1.00879422065    
0.718880           83.2488619          82.4899945          1.00919950905    
0.719360           83.7911327          83.2033009          1.00706500609    
0.719840           84.3145379          83.9175774          1.00473036127    
0.720320           84.9149347          84.6327530          1.00333419004    
0.720800           85.4574042          85.3487560          1.00127299129    
0.721280           85.7111677          86.0655142         0.995882828616    
0.721760           85.6369340          86.7829548         0.986794402662    
0.722240           85.5327002          87.5010045         0.977505351010    
0.722720           85.8483304          88.2195897         0.973120943537    
0.723200           86.7886722          88.9386359         0.975826437613    
0.723680           88.0587861          89.6580684         0.982162427769    
0.724160           89.0274382          90.3778118         0.985058572136    
0.724640           89.2328716          91.0977905         0.979528384727    
0.725120           88.8262045          91.8179283         0.967416779509    
0.725600           88.5485079          92.5381485         0.956886531688    
0.726080           89.2015228          93.2583740         0.956498799672    
0.726560           91.0087445          93.9785275         0.968399344463    
0.727040           93.3946927          94.6985311         0.986231693473    
0.727520           95.3979820          95.4183065         0.999786995864    
0.728000           96.4166719          96.1377751          1.00290101202    
0.728480           96.6901760          96.8568580         0.998279089616    
0.728960           97.1096764          97.5754759         0.995226264282    
0.729440           98.4819924          98.2935492          1.00191714715    
0.729920           100.821143          99.0109980          1.01828225963    
0.730400           103.237603          99.7277421          1.03519442523    
0.730880           104.533890          100.443701          1.04072120968    
0.731360           104.064080          101.158794          1.02872004964    
0.731840           102.211930          101.872940          1.00332757669    
0.732320           100.140933          102.586058         0.976165129686    
0.732800           99.0225744          103.298067         0.958610138413    
0.733280           99.3194854          104.008885         0.954913472979    
0.733760           100.615782          104.718430         0.960822103027    
0.734240           102.045386          105.426620         0.967928083062    
0.734720           102.935738          106.133373         0.969871537225    
0.735200           103.184755          106.838607         0.965800265182    
0.735680           103.158533          107.542240         0.959237348467    
0.736160           103.283406          108.244189         0.954170440782    
0.736640           103.698515          108.944372         0.951848292686    
0.737120           104.216867          109.642707         0.950513445600    
0.737600           104.556735          110.339110         0.947594515755    
0.738080           104.603621          111.033498         0.942090651788    
0.738560           104.489787          111.725791         0.935234254549    
0.739040           104.469556          112.415904         0.929312955186    
0.739520           104.737396          113.103755         0.926029336906    
0.740000           105.346825          113.789262         0.925806378130    
0.740480           106.262497          114.472342         0.928280967560    
0.740960           107.450087          115.152913         0.933107843464    
0.741440           108.893620          115.830893         0.940108618500    
0.741920           110.524750          116.506198         0.948659826965    
0.742400           112.150841          117.178748         0.957091993182    
0.742880           113.479918          117.848460         0.962930852520    
0.743360           114.253569          118.515252         0.964041059558    
0.743840           114.396918          119.179043         0.959874448858    
0.744320           114.069911          119.839751         0.951853702880    
