# time (ps) E (eV)  P_abs   P_ads   P_ref
0.125 0.80 0.000  0.000 0
0.250 0.80 0.688  59.688  39.625 
0.500 0.80 2.250  20.771  76.979 
0.750 0.80 3.004  7.200  89.796 
1.00 0.80 3.275  2.554  94.171 
1.50 0.80 3.413  0.388  96.200 
2.00 0.80 3.429  0.083  96.487 
3.0 0.80 3.429  0.033  96.537 
4.00 0.80 3.433  0.017  96.550 
5.00 0.80 3.433  0.004  96.562 
10.00 0.80 3.433  0.000  96.567 
20.00 0.80 3.433  0.000  96.567 
