# time (ps) E (eV)  P_abs   P_ads   P_ref
0.125 0.80 0.000  0.000 0
0.250 0.80 0.371  73.175  26.454 
0.500 0.80 1.721  30.475  67.804 
0.750 0.80 2.529  13.042  84.429 
1.00 0.80 2.867  5.625  91.508 
1.50 0.80 3.163  1.008  95.829 
2.00 0.80 3.225  0.250  96.525 
3.0 0.80 3.233  0.042  96.725 
4.00 0.80 3.233  0.021  96.746 
5.00 0.80 3.233  0.017  96.750 
20.00 0.80 3.233  0.000  96.767 
