# time (ps) E (eV)  P_abs   P_ads   P_ref
0.125 0.05 0.000  0.000 0
0.250 0.05 0.000  0.000 0
0.500 0.05 0.071  99.929  0.000 
0.750 0.05 0.312  94.042  5.646 
1.00 0.05 0.737  87.596  11.667 
1.50 0.05 1.829  75.113  23.058 
2.00 0.05 2.792  63.954  33.254 
3.0 0.05 4.421  46.475  49.104 
4.00 0.05 5.704  33.683  60.613 
5.00 0.05 6.604  24.429  68.967 
10.00 0.05 8.562  4.783  86.654 
20.00 0.05 8.796  0.000  91.204 
