# time (ps) E (eV)  P_abs   P_ads   P_ref
0.125 0.05 0.000  0.000 0
0.250 0.05 0.000  0.000 0
0.500 0.05 0.142  97.829  2.029 
0.750 0.05 0.529  89.692  9.779 
1.00 0.05 1.121  82.067  16.812 
1.50 0.05 2.304  68.104  29.592 
2.00 0.05 3.358  56.163  40.479 
3.0 0.05 5.154  37.954  56.892 
4.00 0.05 6.321  25.808  67.871 
5.00 0.05 7.183  17.438  75.379 
10.00 0.05 8.567  2.546  88.888 
20.00 0.05 8.854  0.071  91.075 
